id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet,sentiment,sentiment_category
1337744008500703232,Contagion,"Cranbury, NJ","Providing timely news to improve the diagnosis, treatment, and prevention of infectious diseases.",2016-01-29 15:54:55,5998,815,5867,False,2020-12-12 13:00:00,Authorized United States last night,"['ICYMI', 'FDA', 'PfizerBioNTech', 'COVID19', 'Vaccine']",TweetDeck,0,1,False,0.4215,positive
1337742528108519424,Rajat Kotra,"London, England","Ever-curious polymath,#global leader#startups#entrepreneurr#Digital#Analytics#AI#bigdata#IoT#fitness#trekking#singlemalt#meditation:doting dad;views personal",2009-12-03 12:03:28,754,917,220,False,2020-12-12 12:54:07,Vaccine!! Anyone??,"['covid', 'Pfizervaccine', 'PfizerBioNTech']",Twitter for Android,0,0,False,0.0,neutral
1337739607857917954,Shahjhan Malik | #WearAMask,"Nottinghamshire, England",Solicitor.Dual Qualified.Single Parent Of 2 Amazing Boys. HR activist.Occasionally Write 4 @geonews_english @thenews_intl.Pursuing Justice Until Justice Is Done,2017-06-22 06:22:55,41708,2868,47862,False,2020-12-12 12:42:31,immigrant Muslim couple find COVID-19 Vaccine.,"['CovidVaccine', 'PfizerBioNTech', 'Pfizervaccine', 'PfizerProud']",Twitter for iPhone,2,37,False,0.0,neutral
1337734069816348673,Farooq Anees,"دبي, الامارات العربية المتحدة",Somethings are better not be disclosed.... \o/,2010-12-23 11:51:01,293,319,165,False,2020-12-12 12:20:30,"Ladies Gentlemen, experts every household 🤦‍♂️","['CovidVaccine', 'Pakistan', 'PfizerBioNTech', 'oxfordvaccine']",Twitter for Android,0,0,False,0.0,neutral
1337733927885303808,KHuntson,USA🇺🇸,"RN, health educator, writer, researcher, wife, mom, truth-seeker. Covid-19 is a crime against humanity. There is no such thing as a risk-free world.",2014-01-31 01:25:24,2035,1672,6734,False,2020-12-12 12:19:56,FACT SHEET HEALTHCARE PROVIDERS ADMINISTERING VACCINE,"['PfizerBioNTech', 'CovidVaccine']",Twitter Web App,0,0,False,0.0,neutral
1337733048914358272,"Party politics isn't working for anyone, anywhere","Wales, United Kingdom","No lie to another is respectful; no lie to yourself is healthy.   ""Official lies"" should mean ""Official jail""",2016-08-03 20:11:00,761,504,33675,False,2020-12-12 12:16:27,one side effects a…,['PfizerBioNTech'],Twitter Web App,0,0,False,0.0,neutral
1337732996380696578,KHuntson,USA🇺🇸,"RN, health educator, writer, researcher, wife, mom, truth-seeker. Covid-19 is a crime against humanity. There is no such thing as a risk-free world.",2014-01-31 01:25:24,2035,1672,6734,False,2020-12-12 12:16:14,FACT SHEET RECIPIENTS CAREGIVERS,"['PfizerBioNTech', 'CovidVaccine']",Twitter Web App,0,0,False,0.0,neutral
1337728701820268544,City A.M.,"London, England","London's business newspaper - News, Opinion, and Analysis. For all distribution queries, see @CityAMDist.",2009-06-09 13:53:06,66224,603,771,True,2020-12-12 11:59:10,Trump announces rollout 'in less 24 hours' first Americans vaccinated against…,['vaccine'],Twitter Web App,0,2,False,0.0,neutral
1337727767551553536,Daily News Egypt,Egypt,Egypt's Only Daily Independent Newspaper in English,2009-04-26 07:56:24,278080,116,765,True,2020-12-12 11:55:28,authorizes vaccine emergency use,"['FDA', 'PfizerBioNTech', 'coronavirus']",Twitter Web App,1,1,False,-0.3818,negative
1340571472025141248,IP_Man,America,"One Man, 
With One Statistically Impossible Graph,
The Republic Of The United States At Stake, 
You Need To Wake Up Friends Neighbors To The Fact They CHEATED!",2012-06-21 01:41:33,625,477,14475,False,2020-12-20 08:15:20,"Poisons Enough LEFT ""Side Effects"" Like ☠️ Flocking…","['CovidVaccine', 'BellsPalsy']",Twitter Web App,0,0,False,-0.296,negative
1339891037712637952,Euranet Plus,The European Union,The leading radio network for EU news,2013-03-29 13:30:06,6006,3551,3954,False,2020-12-18 11:11:32,gets set approve roll-out preparations pick pace across Meanwhile…,"['PfizerBioNTech', 'vaccine', 'EU']",Twitter Web App,2,0,False,0.0,neutral
1338631874814619653,Dr. Taha Khan,India | USA,MD/MPH • PGY1 Peds/Child Neurology @theBCRP (@The_BMC + @BostonChildrens) • #ClassOf2020 VP @HarvardChanSPH • @DalMedSchool alum • CEO @ChildAwarePro |Views own,2013-12-30 08:51:23,855,3046,8236,False,2020-12-14 23:48:04,I’ve never excited get vaccine 💉💉💉,"['CovidVaccine', 'PfizerBioNTech', 'VaccinesSaveLives', 'VaccinesWork']",Twitter for iPhone,1,10,False,-0.2584,negative
1338623197390852100,theDove,"Medford, OR",theDove | Radio | TV | Online | Mobile Providing Hope | Affirming Faith,2009-11-24 18:02:18,649,439,342,False,2020-12-14 23:13:35,first COVID-19 vaccine doses arrived Oregon. Watch 6am -9am tomorrow det…,['MorningsontheDove'],TweetDeck,1,0,False,0.0,neutral
1338619778689163266,Iran International English,"London, UK",The first 24/7 hours Persian News Channel | Official English account of @IranIntl,2018-08-12 22:29:41,17943,4,7,True,2020-12-14 23:00:00,told World Health Organization intend import Covid-19 bec…,"['Iran', 'PfizerBioNTech', 'vaccine']",TweetDeck,0,2,False,0.0,neutral
1338618629667995649,"Nicole Van Groningen, MD","Los Angeles, CA","Assistant Professor of Medicine and Hospitalist at @CedarsSinai. Freelance writer. Tweets on health, wellness, advocacy, and COVID19. #WearAMask.",2014-08-02 02:30:33,1946,807,1031,False,2020-12-14 22:55:26,Concerned side effects vaccine? Check recap 👇🏼,"['PfizerBioNTech', 'COVID19']",Twitter for iPhone,1,7,False,0.0,neutral
1338612922600333315,Kris LaGrange,"LI, NYC, NJ, PA, NE, USA",UCOMM Blog aggregates activist news you can use from the people who work and organize every day on https://t.co/PjMpFcwoQY and produces a weekly Live podcast.,2011-01-27 21:42:20,24686,6077,2994,False,2020-12-14 22:32:45,Members delivered first morning,"['COVID19Vaccine', 'teamsters', 'UPS', 'COVID19', 'Pfizer']",Twitter Web App,8,18,False,0.0,neutral
1338611079258128385,"Katharine Liang, MD, PhD","Seattle, WA","Psychiatry chief resident studying stress @UWMedicine @UWPsychiatry • @UNC_SOM • #MedTwitter #PsychTwitter #doubledocs • mother, violinist, adventurer",2018-12-22 06:43:23,374,486,1790,False,2020-12-14 22:25:26,Getting first dose next weekend seeing made r…,"['PfizerBioNTech', 'CovidVaccine', 'UNBOXING']",Twitter for iPhone,0,2,False,0.0,neutral
1338596870634041349,Trudeau Kabuki 🎭 🐵 🤡 ☻,Moronto City Of #Morons Canada,"Anti-Trudeau #FireTrudeau #TraitorTrudeau
#TrudeauDictatorship #TrudeauCorruption 
Potus2020🥊🥊🥊
Views are my own.",2018-01-15 22:24:45,1070,1191,50770,False,2020-12-14 21:28:58,= Female Sterilization 💥💥💥 =Untested Liabilities,"['PfizerBioNTech', 'Pfizer', 'CrimesAgainstHumanity']",Twitter Web App,0,0,False,-0.2023,negative
1338595737190404099,Trudeau Kabuki 🎭 🐵 🤡 ☻,Moronto City Of #Morons Canada,"Anti-Trudeau #FireTrudeau #TraitorTrudeau
#TrudeauDictatorship #TrudeauCorruption 
Potus2020🥊🥊🥊
Views are my own.",2018-01-15 22:24:45,1070,1191,50770,False,2020-12-14 21:24:28,Key milestone achieved shutting &amp; untested L…,"['crushCovid', 'CoverUp', 'PfizerBioNTech']",Twitter Web App,0,2,False,0.0,neutral
1338594342265556995,Emily Manley,"Jefferson City, MO",#MO Chief Capitol reporter for @FOX2now @KPLR11 @fox4kc @KSNLocalNews @kolr10kozl @KODENews - @UISedu PAR & @WesternILUniv Alum - #STLCards & #STLBlues fan,2012-12-19 08:19:33,1494,1646,20205,False,2020-12-14 21:18:55,| says shipments vaccine continue ship Missouri’s 21 vaccinat…,"['INBOX', 'PfizerBioNTech']",Twitter for iPhone,5,3,False,0.0,neutral
1338594150720045056,"4 Luv Of Lambs, Lurchers, Hedgehogs",Hawaii & HongKong ,Respect1Another|HI.TIDE|Advocacy4Voiceless♿️ Laugh Daily. SpirulinaJunkie.If like:R/T,2017-12-15 11:03:58,542,2537,9157,False,2020-12-14 21:18:10,?? Germany based. ?..lets hope small numbers are…,['PfizerBioNTech'],Twitter for iPad,0,1,False,0.533,positive
1338590172523470848,Joanbeam3000,La Belle Province,"Be yourself, everyone else is already taken. ~ Oscar Wilde     #Twinja",2014-10-06 04:28:08,2597,4988,338282,False,2020-12-14 21:02:21,":: Screenshot exchange :: Unfortunately, Hansard c…",['QP'],Twitter Web App,1,5,False,-0.34,negative
1338587949370322952,Susan Kirchdoerffer,"wilmington,de","Physician, entrepreneur, lover of chocolate, reality show junkie, passport on the ready.",2009-04-16 18:40:52,267,590,15591,False,2020-12-14 20:53:31,physician currently covid cried.,"['VaccinesSaveLives', 'PfizerBioNTech']",Twitter for iPhone,0,1,False,-0.3818,negative
1338578278056144897,India Grace McAlister,Toronto ,Cat Mom. india.mcalister@cbc.ca - Hit me up if you have any stories about Canadian kids! @cbckidsnews,2016-11-22 21:13:54,471,2823,52273,False,2020-12-14 20:15:05,"first Ontarian vaccinated minutes later. PSW, Anita Quidangen Toronto.",['PfizerBioNTech'],Twitter Web App,0,1,False,0.0,neutral
1338578173777358849,Trudeau Kabuki 🎭 🐵 🤡 ☻,Moronto City Of #Morons Canada,"Anti-Trudeau #FireTrudeau #TraitorTrudeau
#TrudeauDictatorship #TrudeauCorruption 
Potus2020🥊🥊🥊
Views are my own.",2018-01-15 22:24:45,1070,1191,50770,False,2020-12-14 20:14:40,Would take vaccine? Listen expert 💥💥 = Untested…,['PfizerBioNTech'],Twitter Web App,0,1,False,0.0,neutral
1338574693087936513,Prof. Manish Thakur,India,#Proprietor English Academy #Blockchain #AI #IoT #Fintech #BigData #AR #VR #ML #finserv #iiot #cryptocurrencies #finance  #spotifypodcast - The Alchemist Reads,2012-06-11 13:50:05,3372,1713,119631,False,2020-12-14 20:00:51,Scientists Husband-Wife saving world,"['UgurSahin', 'ozlemtureci', 'Muslim', 'PfizerBioNTech']",Twitter for Android,0,0,False,0.0,neutral
1338572466898100224,AcceGen,"New Jersey, USA",AcceGen developed significant expertise in cell and genomic research.🧫🧬,2017-08-28 07:03:43,12,63,19,False,2020-12-14 19:52:00,Vaccine Works? article made detailed explanation.👇,"['PfizerBioNTech', 'COVID19']",Twitter Web App,0,0,False,0.0,neutral
1338567331778232320,Karleigh Stone,"Sacramento, CA","Show Producer at @ABC10
@MedillSchool @NorthwesternU Alum
Happiest while traveling, on the beach, at Disney, playing softball, and snuggling my fur babies.",2012-04-05 01:44:31,340,722,7186,False,2020-12-14 19:31:35,FIRST U.S. COVID-19 VACCINATIONS TODAY 🙌🏻 Thank everyone stepping getting it.,['CovidVaccine'],Twitter for Android,0,0,False,0.3612,positive
1338566353570033664,TheAfroNews-TAN,"Vancouver, BC, Canada",TheAfroNews-TAN Bridging Cultures Through Communication Print -Online -Digital Media,2009-05-11 19:13:29,1547,2625,511,False,2020-12-14 19:27:42,personal support worker became one first people receive a…,"['AnitaQuidangen', 'Toronto', 'Canada']",Twitter Web App,0,0,False,0.4019,positive
1338565957866778624,Genevieve Reaume,"Oregon, USA",Emmy-award winning @KATUnews reporter • shootin' for the moon • #miz • #pdx • formerly @kdrv & @komunews • tweets are my own.,2015-06-22 18:41:01,4276,1704,5877,True,2020-12-14 19:26:08,"state supposed get 35,100 doses total vaccine week. remained 30,225 will…",['PfizerBioNTech'],Twitter Web App,0,0,False,0.0,neutral
1338565402381537281,Evan J. Lancaster,LA | OC ,"Journalist covering Irvine | @LAWeekly | Cat dad | @CSUF, @Foodbeast, @Tastemade, @OCRegister, @TheDailyTitan alumnus 📧 Evan@Laweekly.com",2009-03-20 03:11:57,401,1306,1621,False,2020-12-14 19:23:55,"get 25K doses Vaccine Wednesday Dec. 15, confirms.","['OrangeCounty', 'PfizerBioNTech']",Twitter for iPhone,0,1,False,0.0,neutral
1338565238082265089,Genevieve Reaume,"Oregon, USA",Emmy-award winning @KATUnews reporter • shootin' for the moon • #miz • #pdx • formerly @kdrv & @komunews • tweets are my own.,2015-06-22 18:41:01,4276,1704,5877,True,2020-12-14 19:23:16,"- -""Legacy Health first registered COVID-19 vaccine…","['BREAKING', 'COVID19', 'vaccine']",Twitter Web App,1,6,False,0.0,neutral
1338564311518769152,Joanbeam3000,La Belle Province,"Be yourself, everyone else is already taken. ~ Oscar Wilde     #Twinja",2014-10-06 04:28:08,2597,4988,338282,False,2020-12-14 19:19:35,"🙋🏼‍♀️ Ruh-roh, Anita, (also) saw/heard Michelle Rempel suggest -- House…",['QP'],Twitter Web App,3,16,False,0.0,neutral
1338557609540894720,Next Shot,"California, USA",Too busy to read news? We got you covered. Next Shot - A flash news platform for the next generation.,2020-11-13 07:28:48,18,37,38,False,2020-12-14 18:52:57,Canadian PM Justin Trudeau announced arrival first vaccine vials country.,"['BioNTech', 'PfizerBioNTech']",Twitter for Android,0,0,False,0.0,neutral
1338555378448076803,Aru Sivananthan 🇬🇧 🇦🇺,London,"Chair British #Tamil Conservatives, @BTConservatives, #HumanRights, #CivilLiberty, #FreeMarkets, Love #London, Second home #Sydney. Retweets Not Endorsement",2009-07-03 18:47:06,1066,735,4213,False,2020-12-14 18:44:06,Privileged offered vaccine. would encourage everyone take up. It’ll help protect peo…,['PfizerBioNTech'],Twitter for iPhone,1,4,False,0.8885,positive
1338555267244584969,Meghna W,"New York, NY","Bougainvillea, pop art, sign boards and breakfast. Product gal. Wanderer at heart. Aspiring Social Entrepreneur.",2011-06-10 11:54:58,234,212,462,False,2020-12-14 18:43:39,One first vaccines receivers US. Momentous science. Hope arrived.,"['COVID19', 'CovidVaccine']",Twitter Web App,0,0,False,0.4404,positive
1338554046957936646,Jennifer Robson,"Portsmouth, England","Respiratory Specialist Physiotherapist with an interest in NIV , Tracheobronchomalacia, Excessive Dynamic Airways Collapse, COPD,  and Bronchiectasis",2012-11-24 04:14:20,197,204,1135,False,2020-12-14 18:38:48,Half way,"['COVID19', 'CovidVaccine', 'vaccination', 'Pfizervaccine', 'PfizerBioNTech']",Twitter for Android,0,4,False,0.0,neutral
1338552779640627204,Francesco Moscone,"England, Italy ",Economist interested in #health #healthcare #creditrisk #bigdata #network #econometrics . #cambridge #london #pescara #venezia #abruzzo #essex,2011-05-22 07:58:30,1693,989,8952,False,2020-12-14 18:33:46,Can’t wait take kids towards herd immunity 🐑 🐑 🥳🥳,"['vaccines', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,0.0,neutral
1338551175587786752,India Blooms,India,A news and reference portal on India and a 24X7 news service,2009-10-10 11:19:34,16816,2448,20,False,2020-12-14 18:27:23,Toronto receive Ontario's 1st doses Pfizer COVID-19 vaccine today,['Ontario'],Twitter Web App,0,0,False,0.0,neutral
1338548332218630144,Evan Webeck,Oakland,S̶p̶o̶r̶t̶s̶ coronavirus reporter for @mercnews/@EastBayTimes. Formerly @seattletimes ⛰. Contact: ewebeck@bayareanewsgroup.com.,2013-12-02 20:20:02,1296,543,10844,True,2020-12-14 18:16:06,good news: first doses vaccine arrived California last night. Gov. Gav…,['PfizerBioNTech'],TweetDeck,0,1,False,0.4404,positive
1338546341404930050,Human_9.0,Madchester,"Fighting For Freedom 🇬🇧 🇺🇸 🇨🇦 🇦🇺 🇳🇿
I'm not a Q, left or right. I'm neutral.",2020-10-07 20:38:10,590,987,7609,False,2020-12-14 18:08:11,PANDEMIC ?,"['PCRGATE', 'Condemic', 'BillGatesIsNotADoctor', 'PfizerBioNTech', 'Moderna', 'AstraZeneca']",Twitter Web App,0,2,False,0.0,neutral
1338542633354924035,Kraken-Elect AsuAdanac 🇨🇦💙,Canada,"Experience is what you have the moment after you needed it most. If what I'm doing injures you I'll stop. If it offends or bothers you, I don't give a sh*t.",2018-01-14 23:15:31,731,782,15276,False,2020-12-14 17:53:27,"wondering, every Pfizer employee way boardroom vaccinated yet?",['PfizerBioNTech'],Twitter Web App,0,3,False,0.0,neutral
1338539742888079360,Julie Dzerowicz,"Davenport, Toronto",Your Member of Parliament for Davenport. #DavenportTO,2013-10-06 21:34:47,8131,685,3066,True,2020-12-14 17:41:58,"Last night, first arrived Canada speak, first vaccines admin…",['COVID19Vaccines'],TweetDeck,4,15,False,0.0,neutral
1338535849781301248,Ryan Phillips,"Chicago, IL",Commercial real estate tenant advisory based in Chicago and servicing clients globally,2019-02-04 18:25:05,102,147,29,False,2020-12-14 17:26:30,Happy Cold Chain Day! way get vaccine distributed across county,"['coldchain', 'PfizerBioNTech', 'industrial', 'cre']",Twitter for iPhone,0,1,False,0.6114,positive
1338532479871946752,Katie Crowfoot,"Leicester, England","Team Leader Occupational Therapist for Adult Mental with a special interest in LD, ASD & PD. All my views shared are my own.",2017-04-28 06:48:22,243,171,1385,False,2020-12-14 17:13:06,Received first dose today. feel privileged &amp; lucky p…,"['CovidVaccine', 'PfizerBioNTech']",Twitter for Android,3,25,False,0.6908,positive
1338530691684843526,IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,59733,45,103,True,2020-12-14 17:06:00,several countries including US UK approving use,"['PfizerBioNTech', 'COVID19Vaccine']",Twitter Web App,2,5,False,0.0,neutral
1338514087005794305,AFP News Agency,France,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/4pIm8k2HLC,2011-09-27 00:35:10,1953417,618,2338,True,2020-12-14 16:00:01,nurse New York City Monday became first person United States receive coronavirus…,['UPDATE'],TweetDeck,7,21,False,0.4215,positive
1338504763235831814,Nicole Osei,"Dallas, TX","@WBAP247NEWS Morning Drive Anchor/Reporter , @570KLIF Reporter, Fitness Enthusiast, Health Food Lover",2016-08-14 23:21:14,741,460,1240,False,2020-12-14 15:22:58,received first shipment vaccine. Front line healthcare…,"['NEW', 'PfizerBioNTech', 'COVID19']",Twitter Web App,1,2,False,0.0,neutral
1338501064878854150,Florida Man 🎄,"Lakeland, FL","Father, Husband, Gamer, Food connoisseur, 🎶 🇺🇸",2013-01-31 05:43:17,85,430,4683,False,2020-12-14 15:08:16,It’s kind surreal vaccine dropping today,['PfizerBioNTech'],Twitter for iPhone,0,1,False,0.5267,positive
1338491684544536577,Nicole Osei,"Dallas, TX","@WBAP247NEWS Morning Drive Anchor/Reporter , @570KLIF Reporter, Fitness Enthusiast, Health Food Lover",2016-08-14 23:21:14,741,460,1240,False,2020-12-14 14:31:00,President Trump says first vaccine United States administered.,"['PfizerBioNTech', 'COVID19']",Twitter Web App,2,4,False,0.4215,positive
1338491398379753480,Can OZDEMIR,"Alert,Nunavut","A world where no one hates,hurts or murders anyone in the name of God,country,flag,ideology,race or anything else. (Mostly English/bazen Türkçe)",2010-01-30 15:11:47,1742,1755,48,False,2020-12-14 14:29:51,1st doses vaccine arrive,"['PfizerBioNTech', 'COVID19', 'Canada']",Twitter Web App,0,0,False,0.0,neutral
1338486761169645568,BartDay,US | Singapore,"Trade Anything.

Your all-in source of information for market insights, finance news, investing, trading, and more.

Check out our newly rebranded site.",2015-08-18 09:59:38,202,342,8859,False,2020-12-14 14:11:26,Transport Initial Doses $UPS $FDX,"['UPS', 'FedEx', 'PfizerBioNTech', 'COVID19Vaccine']",Twitter Web App,1,1,False,0.0,neutral
1338486712964616202,CityNews Montreal,Montreal,The very latest from CityNews Montreal & https://t.co/jI2Xra5OKR Join the conversation! Nightly 6pm & 11pm on Citytv,2013-02-11 20:58:31,13636,1057,1560,True,2020-12-14 14:11:14,Vaccination campaign begins today Quebec. Residents Maimonides among first seniors in…,['New'],Twitter for iPhone,2,3,False,0.0,neutral
1338485684529549312,SmartKargo | Born in the Cloud,"Cambridge, MA","SmartKargo is a supply-chain enabler that facilitates e-Commerce end-to-end; from the shopping cart to the doorstep.

#SmartKargo #Cargosolutions",2019-11-14 09:53:43,7,112,4,False,2020-12-14 14:07:09,"Kudos UPS! announced 13th, involvement &amp; full support distribution efforts",['PfizerBioNTech'],Twitter Web App,0,2,False,0.7424,positive
1338483026905411586,Kristen Rogers MD MPH,"New Orleans, LA",Internal Medicine Hospitalist @OchsnerHealth Assoc Program Director @OchsnerIMRes @OchsnerEdu @UQMedicine. Alumn @UWMedicine @TulaneSPHTM. Tweets/Views my own.,2017-12-15 19:16:58,258,226,804,False,2020-12-14 13:56:36,"end sight, many coworkers getting first doses to…","['PfizerBioNTech', 'CovidVaccine']",Twitter for iPhone,6,24,False,0.0,neutral
1338476299216695296,عماد الصالح,Al Khobar,‏‏في عيوني ريح توت وزعفران، وبجنوب القلب يملاني حطب. أخصائي أول بصريات Senior Optometrist / ماجستير علوم الرؤية. جامعة إنديانا بلومنجتون Class 2008 - أمريكا,2012-01-28 10:34:55,171,574,1091,False,2020-12-14 13:29:52,WELL DONE USA 🇺🇲👍,"['PfizerBioNTech', 'Pfizervaccine', 'COVID19']",Twitter for Android,0,0,False,0.4278,positive
1338474021655109639,CityNews Montreal,Montreal,The very latest from CityNews Montreal & https://t.co/jI2Xra5OKR Join the conversation! Nightly 6pm & 11pm on Citytv,2013-02-11 20:58:31,13636,1057,1560,True,2020-12-14 13:20:49,Shipments initial doses COVID-19 vaccines arrived selected ports entry Canada Sunday…,['WATCH'],Twitter for iPhone,0,0,False,0.0,neutral
